lon,lat,T20
-74.95,-17.05,
-74.84999999999998,-17.05,
-74.75,-17.05,
-74.65,-17.05,
-74.54999999999998,-17.05,
-74.45,-17.05,
-74.34999999999998,-17.05,
-74.25,-17.05,
-74.15,-17.05,21.500368087968262
-74.04999999999998,-17.05,38.68731173624199
-73.95,-17.05,53.8011624241107
-73.84999999999998,-17.05,67.43674825983705
-73.75,-17.05,79.91105523837346
-73.65,-17.05,91.44033191376569
-73.54999999999998,-17.05,102.10515512411524
-73.45,-17.05,112.21538263076509
-73.34999999999998,-17.05,121.8145384171863
-73.25,-17.05,130.9235737290111
-73.15,-17.05,139.80116526529994
-73.04999999999998,-17.05,148.44915636248643
-72.95,-17.05,156.93847365498553
-72.84999999999998,-17.05,165.2231391848493
-72.75,-17.05,173.5680405993704
-72.65,-17.05,181.92023539545625
-72.54999999999998,-17.05,190.14970531868153
-72.45,-17.05,198.62890190889198
-72.34999999999998,-17.05,207.22113013755865
-72.25,-17.05,215.9431447436575
-72.15,-17.05,224.70799788184658
-72.05,-17.05,233.69346723078675
-71.95,-17.05,242.79477935459886
-71.85,-17.05,251.88021869241598
-71.75,-17.05,261.13401039213153
-71.65,-17.05,
-71.55,-17.05,
-71.45,-17.05,
-71.35,-17.05,
-71.25,-17.05,
-71.15,-17.05,
-71.05,-17.05,
-70.95,-17.05,
-70.85,-17.05,
-70.75,-17.05,
-70.65,-17.05,
-70.55,-17.05,
-70.45,-17.05,
-70.35,-17.05,
-70.25,-17.05,
-70.15,-17.05,
-70.05,-17.05,
-69.95,-17.05,
-69.85,-17.05,
-69.75,-17.05,
-69.65,-17.05,
-69.55,-17.05,
-69.45,-17.05,
-69.35,-17.05,
-69.25,-17.05,
-69.15,-17.05,
-69.05,-17.05,
-68.95,-17.05,
-68.85,-17.05,
-68.75,-17.05,
-68.65,-17.05,
-68.55,-17.05,
-68.45,-17.05,
-68.35,-17.05,
-68.25,-17.05,
-68.15,-17.05,
-68.05,-17.05,
-67.95,-17.05,
-67.85,-17.05,
-67.75,-17.05,
-67.65,-17.05,
-67.55,-17.05,
-67.45,-17.05,
-67.35,-17.05,
-67.25,-17.05,
-67.15,-17.05,
-67.05,-17.05,
-74.95,-17.15,
-74.84999999999998,-17.15,
-74.75,-17.15,
-74.65,-17.15,
-74.54999999999998,-17.15,
-74.45,-17.15,
-74.34999999999998,-17.15,
-74.25,-17.15,
-74.15,-17.15,
-74.04999999999998,-17.15,20.641510976558912
-73.95,-17.15,37.33114431276059
-73.84999999999998,-17.15,52.07592944611579
-73.75,-17.15,65.47318532415096
-73.65,-17.15,77.78984243246808
-73.54999999999998,-17.15,89.22204910779901
-73.45,-17.15,99.86553771282964
-73.34999999999998,-17.15,109.95936835865109
-73.25,-17.15,119.56045082405713
-73.15,-17.15,128.65660252821255
-73.04999999999998,-17.15,137.54555119395448
-72.95,-17.15,146.20236679678777
-72.84999999999998,-17.15,154.6955326010632
-72.75,-17.15,163.02170929149162
-72.65,-17.15,171.3690857984652
-72.54999999999998,-17.15,179.72680533049433
-72.45,-17.15,188.14074814433374
-72.34999999999998,-17.15,196.5648504347766
-72.25,-17.15,205.1855347436636
-72.15,-17.15,213.93947239444157
-72.05,-17.15,222.73658912951936
-71.95,-17.15,231.74952697579775
-71.85,-17.15,240.87502008282303
-71.75,-17.15,249.99121800427892
-71.65,-17.15,259.28022021016426
-71.55,-17.15,
-71.45,-17.15,
-71.35,-17.15,
-71.25,-17.15,
-71.15,-17.15,
-71.05,-17.15,
-70.95,-17.15,
-70.85,-17.15,
-70.75,-17.15,
-70.65,-17.15,
-70.55,-17.15,
-70.45,-17.15,
-70.35,-17.15,
-70.25,-17.15,
-70.15,-17.15,
-70.05,-17.15,
-69.95,-17.15,
-69.85,-17.15,
-69.75,-17.15,
-69.65,-17.15,
-69.55,-17.15,
-69.45,-17.15,
-69.35,-17.15,
-69.25,-17.15,
-69.15,-17.15,
-69.05,-17.15,
-68.95,-17.15,
-68.85,-17.15,
-68.75,-17.15,
-68.65,-17.15,
-68.55,-17.15,
-68.45,-17.15,
-68.35,-17.15,
-68.25,-17.15,
-68.15,-17.15,
-68.05,-17.15,
-67.95,-17.15,
-67.85,-17.15,
-67.75,-17.15,
-67.65,-17.15,
-67.55,-17.15,
-67.45,-17.15,
-67.35,-17.15,
-67.25,-17.15,
-67.15,-17.15,
-67.05,-17.15,
-74.95,-17.25,
-74.84999999999998,-17.25,
-74.75,-17.25,
-74.65,-17.25,
-74.54999999999998,-17.25,
-74.45,-17.25,
-74.34999999999998,-17.25,
-74.25,-17.25,
-74.15,-17.25,
-74.04999999999998,-17.25,
-73.95,-17.25,19.804874785162774
-73.84999999999998,-17.25,36.0100371768023
-73.75,-17.25,50.426891662764525
-73.65,-17.25,63.616469811342014
-73.54999999999998,-17.25,75.80845982079315
-73.45,-17.25,87.17942537207858
-73.34999999999998,-17.25,97.82634522621419
-73.25,-17.25,107.93455432217495
-73.15,-17.25,117.56623724410943
-73.04999999999998,-17.25,126.80854104272876
-72.95,-17.25,135.68553568048185
-72.84999999999998,-17.25,144.3732234645701
-72.75,-17.25,152.8894202594375
-72.65,-17.25,161.23314732929379
-72.54999999999998,-17.25,169.5949196754975
-72.45,-17.25,177.96640686597036
-72.34999999999998,-17.25,186.3948657591598
-72.25,-17.25,194.83554373845467
-72.15,-17.25,203.46960888769092
-72.05,-17.25,212.23167868127274
-71.95,-17.25,221.1232058719686
-71.85,-17.25,229.93356720530352
-71.75,-17.25,239.05493319917815
-71.65,-17.25,248.12016019313418
-71.55,-17.25,257.44057466125116
-71.45,-17.25,266.8607632477919
-71.35,-17.25,
-71.25,-17.25,
-71.15,-17.25,
-71.05,-17.25,
-70.95,-17.25,
-70.85,-17.25,
-70.75,-17.25,
-70.65,-17.25,
-70.55,-17.25,
-70.45,-17.25,
-70.35,-17.25,
-70.25,-17.25,
-70.15,-17.25,
-70.05,-17.25,
-69.95,-17.25,
-69.85,-17.25,
-69.75,-17.25,
-69.65,-17.25,
-69.55,-17.25,
-69.45,-17.25,
-69.35,-17.25,
-69.25,-17.25,
-69.15,-17.25,
-69.05,-17.25,
-68.95,-17.25,
-68.85,-17.25,
-68.75,-17.25,
-68.65,-17.25,
-68.55,-17.25,
-68.45,-17.25,
-68.35,-17.25,
-68.25,-17.25,
-68.15,-17.25,
-68.05,-17.25,
-67.95,-17.25,
-67.85,-17.25,
-67.75,-17.25,
-67.65,-17.25,
-67.55,-17.25,
-67.45,-17.25,
-67.35,-17.25,
-67.25,-17.25,
-67.15,-17.25,
-67.05,-17.25,
-74.95,-17.35,
-74.84999999999998,-17.35,
-74.75,-17.35,
-74.65,-17.35,
-74.54999999999998,-17.35,
-74.45,-17.35,
-74.34999999999998,-17.35,
-74.25,-17.35,
-74.15,-17.35,
-74.04999999999998,-17.35,
-73.95,-17.35,
-73.84999999999998,-17.35,19.018211547367855
-73.75,-17.35,34.773878066331804
-73.65,-17.35,48.94268808017097
-73.54999999999998,-17.35,61.949649392927746
-73.45,-17.35,74.05894145808642
-73.34999999999998,-17.35,85.40718845603553
-73.25,-17.35,96.07012937000071
-73.15,-17.35,106.21841621225167
-73.04999999999998,-17.35,115.9017354623785
-72.95,-17.35,125.19562155049259
-72.84999999999998,-17.35,134.1154504622522
-72.75,-17.35,142.83780989760746
-72.65,-17.35,151.38006926097722
-72.54999999999998,-17.35,159.80862682280878
-72.45,-17.35,168.03609569200222
-72.34999999999998,-17.35,176.41185599271284
-72.25,-17.35,184.83995086574646
-72.15,-17.35,193.22986333539197
-72.05,-17.35,201.84969314244717
-71.95,-17.35,210.59167087621273
-71.85,-17.35,219.4598998266843
-71.75,-17.35,228.3066942685848
-71.65,-17.35,237.42395015110088
-71.55,-17.35,246.45840849324077
-71.45,-17.35,255.8486449357626
-71.35,-17.35,265.4031074800109
-71.25,-17.35,
-71.15,-17.35,
-71.05,-17.35,
-70.95,-17.35,
-70.85,-17.35,
-70.75,-17.35,
-70.65,-17.35,
-70.55,-17.35,
-70.45,-17.35,
-70.35,-17.35,
-70.25,-17.35,
-70.15,-17.35,
-70.05,-17.35,
-69.95,-17.35,
-69.85,-17.35,
-69.75,-17.35,
-69.65,-17.35,
-69.55,-17.35,
-69.45,-17.35,
-69.35,-17.35,
-69.25,-17.35,
-69.15,-17.35,
-69.05,-17.35,
-68.95,-17.35,
-68.85,-17.35,
-68.75,-17.35,
-68.65,-17.35,
-68.55,-17.35,
-68.45,-17.35,
-68.35,-17.35,
-68.25,-17.35,
-68.15,-17.35,
-68.05,-17.35,
-67.95,-17.35,
-67.85,-17.35,
-67.75,-17.35,
-67.65,-17.35,
-67.55,-17.35,
-67.45,-17.35,
-67.35,-17.35,
-67.25,-17.35,
-67.15,-17.35,
-67.05,-17.35,
-74.95,-17.45,
-74.84999999999998,-17.45,
-74.75,-17.45,
-74.65,-17.45,
-74.54999999999998,-17.45,
-74.45,-17.45,
-74.34999999999998,-17.45,
-74.25,-17.45,
-74.15,-17.45,
-74.04999999999998,-17.45,
-73.95,-17.45,
-73.84999999999998,-17.45,
-73.75,-17.45,
-73.65,-17.45,19.768843793941926
-73.54999999999998,-17.45,35.99457854983369
-73.45,-17.45,50.5144903333834
-73.34999999999998,-17.45,63.85666163997104
-73.25,-17.45,76.25330407456326
-73.15,-17.45,87.86401149218094
-73.04999999999998,-17.45,98.72092563697746
-72.95,-17.45,109.08808439595289
-72.84999999999998,-17.45,118.9734391101795
-72.75,-17.45,128.37337472835432
-72.65,-17.45,137.52752731858652
-72.54999999999998,-17.45,146.43720966298073
-72.45,-17.45,155.17686202151225
-72.34999999999998,-17.45,163.71109086953842
-72.25,-17.45,172.30880319206528
-72.15,-17.45,180.9207306625996
-72.05,-17.45,189.41757448337268
-71.95,-17.45,198.15508658631404
-71.85,-17.45,206.99150144053078
-71.75,-17.45,215.85320015115263
-71.65,-17.45,224.9268962041072
-71.55,-17.45,234.14606160154318
-71.45,-17.45,243.53583855329947
-71.35,-17.45,253.0229426494489
-71.25,-17.45,262.8414469898786
-71.15,-17.45,
-71.05,-17.45,
-70.95,-17.45,
-70.85,-17.45,
-70.75,-17.45,
-70.65,-17.45,
-70.55,-17.45,
-70.45,-17.45,
-70.35,-17.45,
-70.25,-17.45,
-70.15,-17.45,
-70.05,-17.45,
-69.95,-17.45,
-69.85,-17.45,
-69.75,-17.45,
-69.65,-17.45,
-69.55,-17.45,
-69.45,-17.45,
-69.35,-17.45,
-69.25,-17.45,
-69.15,-17.45,
-69.05,-17.45,
-68.95,-17.45,
-68.85,-17.45,
-68.75,-17.45,
-68.65,-17.45,
-68.55,-17.45,
-68.45,-17.45,
-68.35,-17.45,
-68.25,-17.45,
-68.15,-17.45,
-68.05,-17.45,
-67.95,-17.45,
-67.85,-17.45,
-67.75,-17.45,
-67.65,-17.45,
-67.55,-17.45,
-67.45,-17.45,
-67.35,-17.45,
-67.25,-17.45,
-67.15,-17.45,
-67.05,-17.45,
-74.95,-17.55,
-74.84999999999998,-17.55,
-74.75,-17.55,
-74.65,-17.55,
-74.54999999999998,-17.55,
-74.45,-17.55,
-74.34999999999998,-17.55,
-74.25,-17.55,
-74.15,-17.55,
-74.04999999999998,-17.55,
-73.95,-17.55,
-73.84999999999998,-17.55,
-73.75,-17.55,
-73.65,-17.55,
-73.54999999999998,-17.55,19.149473678541963
-73.45,-17.55,35.06625315865256
-73.34999999999998,-17.55,49.414428005820824
-73.25,-17.55,62.6824981007901
-73.15,-17.55,75.06256369700166
-73.04999999999998,-17.55,86.69149233808324
-72.95,-17.55,97.60627554671615
-72.84999999999998,-17.55,108.01249115654085
-72.75,-17.55,117.93091512077672
-72.65,-17.55,127.3265073485796
-72.54999999999998,-17.55,136.4933324342203
-72.45,-17.55,145.40577243229478
-72.34999999999998,-17.55,154.14105575193167
-72.25,-17.55,162.7040887234556
-72.15,-17.55,171.28709719903964
-72.05,-17.55,179.8783327965189
-71.95,-17.55,188.51908788032787
-71.85,-17.55,197.15993203496078
-71.75,-17.55,205.98403453394994
-71.65,-17.55,214.8538674660478
-71.55,-17.55,223.96542828171619
-71.45,-17.55,233.26972180787567
-71.35,-17.55,242.8057795612719
-71.25,-17.55,252.51384215657254
-71.15,-17.55,262.6301251639383
-71.05,-17.55,273.0785878803886
-70.95,-17.55,
-70.85,-17.55,
-70.75,-17.55,
-70.65,-17.55,
-70.55,-17.55,
-70.45,-17.55,
-70.35,-17.55,
-70.25,-17.55,
-70.15,-17.55,
-70.05,-17.55,
-69.95,-17.55,
-69.85,-17.55,
-69.75,-17.55,
-69.65,-17.55,
-69.55,-17.55,
-69.45,-17.55,
-69.35,-17.55,
-69.25,-17.55,
-69.15,-17.55,
-69.05,-17.55,
-68.95,-17.55,
-68.85,-17.55,
-68.75,-17.55,
-68.65,-17.55,
-68.55,-17.55,
-68.45,-17.55,
-68.35,-17.55,
-68.25,-17.55,
-68.15,-17.55,
-68.05,-17.55,
-67.95,-17.55,
-67.85,-17.55,
-67.75,-17.55,
-67.65,-17.55,
-67.55,-17.55,
-67.45,-17.55,
-67.35,-17.55,
-67.25,-17.55,
-67.15,-17.55,
-67.05,-17.55,
-74.95,-17.65,
-74.84999999999998,-17.65,
-74.75,-17.65,
-74.65,-17.65,
-74.54999999999998,-17.65,
-74.45,-17.65,
-74.34999999999998,-17.65,
-74.25,-17.65,
-74.15,-17.65,
-74.04999999999998,-17.65,
-73.95,-17.65,
-73.84999999999998,-17.65,
-73.75,-17.65,
-73.65,-17.65,
-73.54999999999998,-17.65,
-73.45,-17.65,
-73.34999999999998,-17.65,20.23599936809197
-73.25,-17.65,36.82675287271466
-73.15,-17.65,51.735214183579885
-73.04999999999998,-17.65,65.4307498399842
-72.95,-17.65,78.15166287143028
-72.84999999999998,-17.65,90.01377498743643
-72.75,-17.65,101.20154393949831
-72.65,-17.65,111.78471433851583
-72.54999999999998,-17.65,121.85651346241211
